customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
53141,5,17,10704.96,3,3,3,333,Loyal Customers
53142,2,10,7414.820000000001,3,1,2,312,Potential Loyalist
53143,1,19,13766.06,4,4,4,444,Champions
53144,10,12,6147.82,2,1,2,212,Lost
53145,25,18,10908.52,1,4,3,143,At Risk
53146,1,12,7751.8,4,1,2,412,New Customers
53147,3,16,11021.22,3,3,3,333,Loyal Customers
53148,15,12,8793.26,1,1,3,113,Can't Lose Them
53149,11,14,8762.18,2,2,3,223,Can't Lose Them
53150,6,10,5381.18,2,1,2,212,Lost
53151,37,12,8380.539999999999,1,1,2,112,Lost
53152,2,16,10691.94,3,3,3,333,Loyal Customers
53153,9,14,9620.66,2,2,3,223,Can't Lose Them
53154,4,8,6288.52,3,1,2,312,Potential Loyalist
53155,8,20,14715.82,2,4,4,244,At Risk
53156,0,20,11153.24,4,4,3,443,Loyal Customers
53157,11,13,8742.16,2,2,3,223,Can't Lose Them
53158,5,15,8746.36,3,3,3,333,Loyal Customers
53159,0,21,11253.2,4,4,3,443,Loyal Customers
53160,0,13,8626.38,4,2,3,423,New Customers
53161,21,15,9873.36,1,3,3,133,At Risk
53162,2,19,11482.66,3,4,3,343,Loyal Customers
53163,15,19,12449.78,1,4,3,143,At Risk
53164,2,17,10695.86,3,3,3,333,Loyal Customers
53165,4,20,15214.779999999999,3,4,4,344,Loyal Customers
53166,19,13,10011.12,1,2,3,123,Can't Lose Them
53167,3,16,13172.32,3,3,4,334,Loyal Customers
53168,8,10,5771.08,2,1,2,212,Lost
53169,33,12,8471.960000000001,1,1,3,113,Can't Lose Them
53170,10,12,6063.54,2,1,2,212,Lost
53171,12,11,7975.38,1,1,2,112,Lost
53172,12,14,7525.84,1,2,2,122,Lost
53173,1,17,12572.98,4,3,3,433,Loyal Customers
53174,12,18,12282.06,1,4,3,143,At Risk
53175,6,24,12453.0,2,4,3,243,At Risk
53176,12,13,9111.06,1,2,3,123,Can't Lose Them
53177,2,14,7671.4400000000005,3,2,2,322,Potential Loyalist
53178,3,17,11814.32,3,3,3,333,Loyal Customers
53179,18,15,9718.66,1,3,3,133,At Risk
53180,1,15,10366.439999999999,4,3,3,433,Loyal Customers
53181,10,15,9332.960000000001,2,3,3,233,At Risk
53182,3,15,8811.32,3,3,3,333,Loyal Customers
53183,0,20,12221.86,4,4,3,443,Loyal Customers
53184,4,22,13217.119999999999,3,4,4,344,Loyal Customers
53185,11,18,12046.02,2,4,3,243,At Risk
53186,0,16,9124.779999999999,4,3,3,433,Loyal Customers
53187,10,9,6251.0,2,1,2,212,Lost
53188,1,15,10714.9,4,3,3,433,Loyal Customers
53189,14,14,9245.18,1,2,3,123,Can't Lose Them
53190,2,17,11922.54,3,3,3,333,Loyal Customers
53191,13,11,7119.5599999999995,1,1,2,112,Lost
53192,10,16,9827.720000000001,2,3,3,233,At Risk
53193,10,15,11657.1,2,3,3,233,At Risk
53194,1,16,9001.58,4,3,3,433,Loyal Customers
53195,25,12,8331.960000000001,1,1,2,112,Lost
53196,52,7,3786.8599999999997,1,1,1,111,Lost
53197,3,10,7509.88,3,1,2,312,Potential Loyalist
53198,3,16,11314.8,3,3,3,333,Loyal Customers
53199,1,14,8965.88,4,2,3,423,New Customers
53200,0,11,8357.3,4,1,2,412,New Customers
53201,14,13,10231.34,1,2,3,123,Can't Lose Them
53202,2,13,8004.64,3,2,2,322,Potential Loyalist
53203,26,10,6824.72,1,1,2,112,Lost
53204,4,7,5201.7,3,1,2,312,Potential Loyalist
53205,4,18,12961.619999999999,3,4,3,343,Loyal Customers
53206,20,15,13074.46,1,3,3,133,At Risk
53207,2,17,8370.18,3,3,2,332,Loyal Customers
53208,8,14,8649.76,2,2,3,223,Can't Lose Them
53209,1,15,9770.039999999999,4,3,3,433,Loyal Customers
53210,3,18,10102.68,3,4,3,343,Loyal Customers
53211,24,14,12200.02,1,2,3,123,Can't Lose Them
53212,19,13,9320.5,1,2,3,123,Can't Lose Them
53213,4,15,9496.619999999999,3,3,3,333,Loyal Customers
53214,5,10,3847.3399999999997,3,1,1,311,Potential Loyalist
53215,3,11,5290.32,3,1,2,312,Potential Loyalist
53216,3,13,7558.88,3,2,2,322,Potential Loyalist
53217,23,9,5078.639999999999,1,1,2,112,Lost
53218,0,17,13413.4,4,3,4,434,Loyal Customers
53219,5,13,7884.66,3,2,2,322,Potential Loyalist
53220,3,17,10221.82,3,3,3,333,Loyal Customers
53221,2,22,16575.3,3,4,4,344,Loyal Customers
53222,3,21,14642.460000000001,3,4,4,344,Loyal Customers
53223,3,14,6775.58,3,2,2,322,Potential Loyalist
53224,17,12,7944.44,1,1,2,112,Lost
53225,3,12,7744.66,3,1,2,312,Potential Loyalist
53226,8,17,11359.32,2,3,3,233,At Risk
53227,6,15,10634.26,2,3,3,233,At Risk
53228,14,16,10836.84,1,3,3,133,At Risk
53229,6,25,15660.960000000001,2,4,4,244,At Risk
53230,13,22,13799.8,1,4,4,144,At Risk
53231,52,10,6907.46,1,1,2,112,Lost
53232,5,9,5871.32,3,1,2,312,Potential Loyalist
53233,1,15,10059.98,4,3,3,433,Loyal Customers
53234,0,14,10376.94,4,2,3,423,New Customers
53235,24,6,3841.6,1,1,1,111,Lost
53236,7,20,11939.06,2,4,3,243,At Risk
53237,3,14,5940.2,3,2,2,322,Potential Loyalist
53238,6,10,7740.599999999999,2,1,2,212,Lost
53239,0,18,11445.7,4,4,3,443,Loyal Customers
53240,8,8,6390.58,2,1,2,212,Lost
53241,2,13,8951.46,3,2,3,323,Potential Loyalist
53242,8,21,12142.2,2,4,3,243,At Risk
53243,0,17,8610.28,4,3,3,433,Loyal Customers
53244,1,12,7385.5599999999995,4,1,2,412,New Customers
53245,3,12,8684.2,3,1,3,313,Potential Loyalist
53246,11,14,9924.460000000001,2,2,3,223,Can't Lose Them
53247,2,11,6823.46,3,1,2,312,Potential Loyalist
53248,14,14,9371.46,1,2,3,123,Can't Lose Them
53249,7,13,8317.4,2,2,2,222,Lost
53250,8,18,11166.26,2,4,3,243,At Risk
53251,2,15,9023.56,3,3,3,333,Loyal Customers
53252,10,17,12109.02,2,3,3,233,At Risk
53253,11,12,7733.18,2,1,2,212,Lost
53254,25,11,5532.1,1,1,2,112,Lost
53255,0,13,9243.5,4,2,3,423,New Customers
53256,6,12,7916.44,2,1,2,212,Lost
53257,6,22,12461.54,2,4,3,243,At Risk
53258,3,20,12536.16,3,4,3,343,Loyal Customers
53259,20,19,12391.26,1,4,3,143,At Risk
53260,13,10,5407.360000000001,1,1,2,112,Lost
53261,14,13,7130.34,1,2,2,122,Lost
53262,5,21,15832.6,3,4,4,344,Loyal Customers
53263,1,26,12339.460000000001,4,4,3,443,Loyal Customers
53264,0,12,7600.88,4,1,2,412,New Customers
53265,1,13,8808.8,4,2,3,423,New Customers
53266,10,10,6739.04,2,1,2,212,Lost
53267,3,16,8621.619999999999,3,3,3,333,Loyal Customers
53268,2,16,10324.3,3,3,3,333,Loyal Customers
53269,0,16,10357.34,4,3,3,433,Loyal Customers
53270,3,13,6284.32,3,2,2,322,Potential Loyalist
53271,20,14,10337.039999999999,1,2,3,123,Can't Lose Them
53272,17,16,10377.5,1,3,3,133,At Risk
53273,2,13,6911.8,3,2,2,322,Potential Loyalist
53274,21,16,10092.18,1,3,3,133,At Risk
53275,3,14,8945.72,3,2,3,323,Potential Loyalist
53276,3,13,7262.22,3,2,2,322,Potential Loyalist
53277,5,18,12076.26,3,4,3,343,Loyal Customers
53278,26,11,7198.8,1,1,2,112,Lost
53279,5,22,14557.06,3,4,4,344,Loyal Customers
53280,14,14,11244.24,1,2,3,123,Can't Lose Them
53281,0,9,6447.0,4,1,2,412,New Customers
53282,16,14,8614.34,1,2,3,123,Can't Lose Them
53283,36,16,9000.18,1,3,3,133,At Risk
53284,1,13,8173.62,4,2,2,422,New Customers
53285,13,9,4568.62,1,1,2,112,Lost
53286,2,19,13239.52,3,4,4,344,Loyal Customers
53287,18,10,7044.38,1,1,2,112,Lost
53288,2,11,8328.6,3,1,2,312,Potential Loyalist
53289,1,13,10893.26,4,2,3,423,New Customers
53290,15,15,9051.14,1,3,3,133,At Risk
53291,26,11,5827.78,1,1,2,112,Lost
53292,11,15,9886.1,2,3,3,233,At Risk
53293,3,18,13715.8,3,4,4,344,Loyal Customers
53294,4,21,16436.56,3,4,4,344,Loyal Customers
53295,21,14,8810.62,1,2,3,123,Can't Lose Them
53296,1,14,6844.32,4,2,2,422,New Customers
53297,0,17,10552.78,4,3,3,433,Loyal Customers
53298,14,11,6977.18,1,1,2,112,Lost
53299,0,10,5379.5,4,1,2,412,New Customers
53300,2,20,14555.52,3,4,4,344,Loyal Customers
53301,3,12,10511.62,3,1,3,313,Potential Loyalist
53302,21,18,11581.78,1,4,3,143,At Risk
53303,26,9,4545.9400000000005,1,1,2,112,Lost
53304,10,12,7342.16,2,1,2,212,Lost
53305,6,11,6390.58,2,1,2,212,Lost
53306,0,17,10231.9,4,3,3,433,Loyal Customers
53307,0,11,6422.5,4,1,2,412,New Customers
53308,4,18,12648.72,3,4,3,343,Loyal Customers
53309,0,21,13196.82,4,4,4,444,Champions
53310,3,18,12105.24,3,4,3,343,Loyal Customers
53311,9,16,8774.22,2,3,3,233,At Risk
53312,1,15,9741.48,4,3,3,433,Loyal Customers
53313,13,11,5951.26,1,1,2,112,Lost
53314,1,13,8229.34,4,2,2,422,New Customers
53315,5,20,13634.74,3,4,4,344,Loyal Customers
53316,2,12,9463.02,3,1,3,313,Potential Loyalist
53317,7,12,9828.14,2,1,3,213,Can't Lose Them
53318,7,11,7208.88,2,1,2,212,Lost
53319,9,13,10336.76,2,2,3,223,Can't Lose Them
53320,10,9,4451.3,2,1,2,212,Lost
53321,4,14,6645.1,3,2,2,322,Potential Loyalist
53322,7,16,10549.84,2,3,3,233,At Risk
53323,0,15,9451.539999999999,4,3,3,433,Loyal Customers
53324,2,16,12521.880000000001,3,3,3,333,Loyal Customers
53325,21,11,7723.94,1,1,2,112,Lost
53326,8,17,12380.62,2,3,3,233,At Risk
53327,7,17,10448.2,2,3,3,233,At Risk
53328,12,15,10196.34,1,3,3,133,At Risk
53329,10,18,11817.82,2,4,3,243,At Risk
53330,6,13,9232.16,2,2,3,223,Can't Lose Them
53331,1,11,8799.279999999999,4,1,3,413,New Customers
53332,10,15,8543.64,2,3,3,233,At Risk
53333,0,16,10763.9,4,3,3,433,Loyal Customers
53334,10,10,7419.72,2,1,2,212,Lost
53335,11,11,5633.32,2,1,2,212,Lost
53336,12,16,10469.76,1,3,3,133,At Risk
53337,4,15,10209.36,3,3,3,333,Loyal Customers
53338,25,14,8955.66,1,2,3,123,Can't Lose Them
53339,0,14,8757.7,4,2,3,423,New Customers
53340,3,17,8342.18,3,3,2,332,Loyal Customers
53341,8,18,12168.52,2,4,3,243,At Risk
53342,8,21,16598.82,2,4,4,244,At Risk
53343,31,12,6545.7,1,1,2,112,Lost
53344,5,12,9367.96,3,1,3,313,Potential Loyalist
53345,3,16,8881.04,3,3,3,333,Loyal Customers
53346,2,10,6534.360000000001,3,1,2,312,Potential Loyalist
53347,4,16,11678.1,3,3,3,333,Loyal Customers
53348,16,12,7880.74,1,1,2,112,Lost
53349,0,12,8195.6,4,1,2,412,New Customers
53350,0,11,5103.0,4,1,2,412,New Customers
53351,15,8,6317.219999999999,1,1,2,112,Lost
53352,3,17,7613.76,3,3,2,332,Loyal Customers
53353,6,14,9391.060000000001,2,2,3,223,Can't Lose Them
53354,22,16,8254.119999999999,1,3,2,132,Needs Attention
53355,14,20,12494.44,1,4,3,143,At Risk
53356,5,18,13139.42,3,4,3,343,Loyal Customers
53357,1,16,8099.98,4,3,2,432,Loyal Customers
53358,2,9,6679.4,3,1,2,312,Potential Loyalist
53359,0,17,13111.14,4,3,3,433,Loyal Customers
53360,22,14,8065.12,1,2,2,122,Lost
53361,12,16,9944.06,1,3,3,133,At Risk
53362,44,8,2299.7799999999997,1,1,1,111,Lost
53363,2,18,11327.4,3,4,3,343,Loyal Customers
53364,5,12,8055.46,3,1,2,312,Potential Loyalist
53365,4,15,9663.22,3,3,3,333,Loyal Customers
53366,4,22,12045.74,3,4,3,343,Loyal Customers
53367,0,18,11886.84,4,4,3,443,Loyal Customers
53368,27,9,6055.84,1,1,2,112,Lost
53369,9,16,8389.92,2,3,2,232,Needs Attention
53370,1,22,13748.42,4,4,4,444,Champions
53371,9,8,5041.26,2,1,2,212,Lost
53372,9,17,11705.539999999999,2,3,3,233,At Risk
53373,9,19,11966.92,2,4,3,243,At Risk
53374,1,13,10502.380000000001,4,2,3,423,New Customers
53375,4,12,6964.299999999999,3,1,2,312,Potential Loyalist
53376,4,19,11637.08,3,4,3,343,Loyal Customers
53377,6,10,6040.16,2,1,2,212,Lost
53378,6,16,8946.56,2,3,3,233,At Risk
53379,14,17,11972.38,1,3,3,133,At Risk
53380,4,15,11020.380000000001,3,3,3,333,Loyal Customers
53381,3,10,6936.58,3,1,2,312,Potential Loyalist
53382,1,19,12220.46,4,4,3,443,Loyal Customers
53383,7,17,10367.7,2,3,3,233,At Risk
53384,1,16,9799.859999999999,4,3,3,433,Loyal Customers
53385,4,14,7252.56,3,2,2,322,Potential Loyalist
53386,10,10,7178.08,2,1,2,212,Lost
53387,1,13,8922.62,4,2,3,423,New Customers
53388,5,10,6083.84,3,1,2,312,Potential Loyalist
53389,3,14,9858.24,3,2,3,323,Potential Loyalist
53390,45,12,6446.0199999999995,1,1,2,112,Lost
53391,0,19,12498.36,4,4,3,443,Loyal Customers
53392,1,10,5080.46,4,1,2,412,New Customers
53393,15,14,10380.72,1,2,3,123,Can't Lose Them
53394,3,11,6871.2,3,1,2,312,Potential Loyalist
53395,31,17,12072.06,1,3,3,133,At Risk
53396,8,17,10397.52,2,3,3,233,At Risk
53397,8,16,9604.14,2,3,3,233,At Risk
53398,14,14,7585.900000000001,1,2,2,122,Lost
53399,22,17,11644.92,1,3,3,133,At Risk
53400,0,24,13782.16,4,4,4,444,Champions
53401,17,9,5486.6,1,1,2,112,Lost
53402,19,6,4175.08,1,1,1,111,Lost
53403,8,20,15552.32,2,4,4,244,At Risk
53404,4,22,13137.74,3,4,3,343,Loyal Customers
53405,11,8,4819.08,2,1,2,212,Lost
53406,8,16,12149.06,2,3,3,233,At Risk
53407,3,26,16168.18,3,4,4,344,Loyal Customers
53408,5,12,9291.38,3,1,3,313,Potential Loyalist
53409,0,14,7763.84,4,2,2,422,New Customers
53410,4,13,10997.28,3,2,3,323,Potential Loyalist
53411,3,13,10339.84,3,2,3,323,Potential Loyalist
53412,15,19,12596.36,1,4,3,143,At Risk
53413,5,12,7502.88,3,1,2,312,Potential Loyalist
53414,0,14,10173.380000000001,4,2,3,423,New Customers
53415,27,18,11954.88,1,4,3,143,At Risk
53416,9,14,10132.78,2,2,3,223,Can't Lose Them
53417,2,17,10574.34,3,3,3,333,Loyal Customers
53418,1,16,10540.74,4,3,3,433,Loyal Customers
53419,11,17,11626.72,2,3,3,233,At Risk
53420,7,14,8377.6,2,2,2,222,Lost
53421,15,12,9387.28,1,1,3,113,Can't Lose Them
53422,1,12,8233.4,4,1,2,412,New Customers
53423,6,15,10080.84,2,3,3,233,At Risk
53424,6,10,5909.4,2,1,2,212,Lost
53425,36,10,6894.719999999999,1,1,2,112,Lost
53426,9,16,10446.1,2,3,3,233,At Risk
53427,12,14,7735.7,1,2,2,122,Lost
53428,8,17,11419.24,2,3,3,233,At Risk
53429,10,13,7968.94,2,2,2,222,Lost
53430,0,14,11412.94,4,2,3,423,New Customers
53431,1,15,9771.86,4,3,3,433,Loyal Customers
53432,0,13,8192.24,4,2,2,422,New Customers
53433,8,17,12562.34,2,3,3,233,At Risk
53434,8,9,4943.96,2,1,2,212,Lost
53435,1,13,8952.44,4,2,3,423,New Customers
53436,2,21,15174.460000000001,3,4,4,344,Loyal Customers
53437,13,16,10411.24,1,3,3,133,At Risk
53438,7,14,10046.96,2,2,3,223,Can't Lose Them
53439,6,12,5777.52,2,1,2,212,Lost
53440,9,11,8125.74,2,1,2,212,Lost
53441,1,14,10904.6,4,2,3,423,New Customers
53442,3,8,4776.5199999999995,3,1,2,312,Potential Loyalist
53443,16,14,8153.04,1,2,2,122,Lost
53444,3,16,11506.04,3,3,3,333,Loyal Customers
53445,6,17,10017.28,2,3,3,233,At Risk
53446,3,18,11298.14,3,4,3,343,Loyal Customers
53447,2,16,11044.039999999999,3,3,3,333,Loyal Customers
53448,10,13,7343.0,2,2,2,222,Lost
53449,0,16,10601.779999999999,4,3,3,433,Loyal Customers
53450,0,20,12206.6,4,4,3,443,Loyal Customers
53451,11,20,14692.58,2,4,4,244,At Risk
53452,8,14,7627.2,2,2,2,222,Lost
53453,0,18,11405.24,4,4,3,443,Loyal Customers
53454,15,9,5816.72,1,1,2,112,Lost
53455,7,12,6031.2,2,1,2,212,Lost
53456,7,18,14029.539999999999,2,4,4,244,At Risk
53457,0,19,13275.5,4,4,4,444,Champions
53458,0,11,6226.78,4,1,2,412,New Customers
53459,14,17,13369.02,1,3,4,134,At Risk
53460,31,20,11435.34,1,4,3,143,At Risk
53461,1,14,9287.18,4,2,3,423,New Customers
53462,10,17,11486.72,2,3,3,233,At Risk
53463,13,15,10358.18,1,3,3,133,At Risk
53464,2,17,11777.36,3,3,3,333,Loyal Customers
53465,29,8,7493.219999999999,1,1,2,112,Lost
53466,1,16,9731.82,4,3,3,433,Loyal Customers
53467,2,20,14060.34,3,4,4,344,Loyal Customers
53468,1,11,8582.42,4,1,3,413,New Customers
53469,10,15,11030.46,2,3,3,233,At Risk
53470,1,13,10263.12,4,2,3,423,New Customers
53471,1,14,9736.58,4,2,3,423,New Customers
53472,2,14,9294.32,3,2,3,323,Potential Loyalist
53473,0,9,7087.360000000001,4,1,2,412,New Customers
53474,2,16,12377.68,3,3,3,333,Loyal Customers
53475,5,16,10488.94,3,3,3,333,Loyal Customers
53476,5,14,8715.56,3,2,3,323,Potential Loyalist
53477,4,19,11857.44,3,4,3,343,Loyal Customers
53478,10,19,11311.439999999999,2,4,3,243,At Risk
53479,0,13,8816.64,4,2,3,423,New Customers
53480,0,14,6781.6,4,2,2,422,New Customers
53481,21,13,9274.3,1,2,3,123,Can't Lose Them
53482,17,13,6773.4800000000005,1,2,2,122,Lost
53483,5,16,6835.92,3,3,2,332,Loyal Customers
53484,12,13,5560.799999999999,1,2,2,122,Lost
53485,10,13,7731.5,2,2,2,222,Lost
53486,6,21,13771.94,2,4,4,244,At Risk
53487,0,14,9426.2,4,2,3,423,New Customers
53488,3,16,10497.9,3,3,3,333,Loyal Customers
53489,5,12,8515.92,3,1,3,313,Potential Loyalist
53490,1,14,9861.18,4,2,3,423,New Customers
53491,0,15,8964.34,4,3,3,433,Loyal Customers
53492,13,19,14336.84,1,4,4,144,At Risk
53493,1,16,9966.88,4,3,3,433,Loyal Customers
53494,4,11,6589.1,3,1,2,312,Potential Loyalist
53495,11,9,4663.26,2,1,2,212,Lost
53496,0,14,8786.68,4,2,3,423,New Customers
53497,3,14,10070.34,3,2,3,323,Potential Loyalist
53498,21,13,6353.62,1,2,2,122,Lost
53499,0,9,5623.8,4,1,2,412,New Customers
53500,3,19,9338.84,3,4,3,343,Loyal Customers
53501,1,17,10054.52,4,3,3,433,Loyal Customers
53502,0,20,13392.4,4,4,4,444,Champions
53503,22,18,11743.9,1,4,3,143,At Risk
53504,0,11,6650.28,4,1,2,412,New Customers
53505,0,18,13248.76,4,4,4,444,Champions
53506,12,11,7254.24,1,1,2,112,Lost
53507,3,13,8624.14,3,2,3,323,Potential Loyalist
53508,5,12,7280.28,3,1,2,312,Potential Loyalist
53509,8,13,8080.38,2,2,2,222,Lost
53510,6,16,11343.08,2,3,3,233,At Risk
53511,7,22,16312.94,2,4,4,244,At Risk
53512,7,20,11206.58,2,4,3,243,At Risk
53513,1,15,11135.88,4,3,3,433,Loyal Customers
53514,6,8,5913.46,2,1,2,212,Lost
53515,9,14,9865.1,2,2,3,223,Can't Lose Them
53516,18,15,12331.2,1,3,3,133,At Risk
53517,1,16,10990.0,4,3,3,433,Loyal Customers
53518,36,11,5787.32,1,1,2,112,Lost
53519,0,12,8188.879999999999,4,1,2,412,New Customers
53520,13,16,8959.439999999999,1,3,3,133,At Risk
53521,19,11,6489.14,1,1,2,112,Lost
53522,5,22,14638.4,3,4,4,344,Loyal Customers
53523,23,12,6897.1,1,1,2,112,Lost
53524,29,14,10358.88,1,2,3,123,Can't Lose Them
53525,9,24,15100.68,2,4,4,244,At Risk
53526,5,13,9079.279999999999,3,2,3,323,Potential Loyalist
53527,12,13,6673.1,1,2,2,122,Lost
53528,0,11,7417.339999999999,4,1,2,412,New Customers
53529,20,16,10836.42,1,3,3,133,At Risk
53530,8,18,12628.0,2,4,3,243,At Risk
53531,9,18,10608.92,2,4,3,243,At Risk
53532,10,21,14872.2,2,4,4,244,At Risk
53533,28,6,3703.56,1,1,1,111,Lost
53534,10,20,11444.86,2,4,3,243,At Risk
53535,22,19,12020.82,1,4,3,143,At Risk
53536,10,15,9274.44,2,3,3,233,At Risk
53537,0,18,10152.800000000001,4,4,3,443,Loyal Customers
53538,8,14,9323.86,2,2,3,223,Can't Lose Them
53539,2,20,14334.32,3,4,4,344,Loyal Customers
53540,1,10,7297.219999999999,4,1,2,412,New Customers
53541,1,13,6623.12,4,2,2,422,New Customers
53542,4,18,10916.78,3,4,3,343,Loyal Customers
53543,18,19,12566.54,1,4,3,143,At Risk
53544,8,16,11509.26,2,3,3,233,At Risk
53545,7,11,6017.48,2,1,2,212,Lost
53546,8,13,6901.44,2,2,2,222,Lost
53547,6,14,9795.8,2,2,3,223,Can't Lose Them
53548,9,15,10376.1,2,3,3,233,At Risk
53549,7,10,6672.400000000001,2,1,2,212,Lost
53550,2,15,9962.54,3,3,3,333,Loyal Customers
53551,0,21,13094.34,4,4,3,443,Loyal Customers
53552,90,4,2977.1,1,1,1,111,Lost
53553,1,9,6330.1,4,1,2,412,New Customers
53554,20,14,10567.9,1,2,3,123,Can't Lose Them
53555,2,14,10691.66,3,2,3,323,Potential Loyalist
53556,15,15,11822.3,1,3,3,133,At Risk
53557,5,9,6641.6,3,1,2,312,Potential Loyalist
53558,5,16,11124.26,3,3,3,333,Loyal Customers
53559,8,21,9569.56,2,4,3,243,At Risk
53560,27,12,9096.22,1,1,3,113,Can't Lose Them
53561,0,11,5733.84,4,1,2,412,New Customers
53562,7,15,10483.34,2,3,3,233,At Risk
53563,5,10,6395.2,3,1,2,312,Potential Loyalist
53564,1,14,10882.76,4,2,3,423,New Customers
53565,26,17,12773.32,1,3,3,133,At Risk
53566,1,18,11291.42,4,4,3,443,Loyal Customers
53567,3,17,12615.68,3,3,3,333,Loyal Customers
53568,7,13,10124.66,2,2,3,223,Can't Lose Them
53569,0,16,10127.6,4,3,3,433,Loyal Customers
53570,2,12,8683.220000000001,3,1,3,313,Potential Loyalist
53571,0,22,15575.98,4,4,4,444,Champions
53572,9,18,13093.78,2,4,3,243,At Risk
53573,6,17,14522.2,2,3,4,234,At Risk
53574,0,16,9196.6,4,3,3,433,Loyal Customers
53575,5,22,13727.56,3,4,4,344,Loyal Customers
53576,1,15,9061.64,4,3,3,433,Loyal Customers
53577,6,10,5452.44,2,1,2,212,Lost
53578,4,20,10971.8,3,4,3,343,Loyal Customers
53579,0,20,11410.56,4,4,3,443,Loyal Customers
53580,3,21,12574.8,3,4,3,343,Loyal Customers
53581,8,11,7479.36,2,1,2,212,Lost
53582,6,8,4907.84,2,1,2,212,Lost
53583,7,20,11346.16,2,4,3,243,At Risk
53584,5,12,8255.94,3,1,2,312,Potential Loyalist
53585,5,15,11166.82,3,3,3,333,Loyal Customers
53586,3,22,13864.619999999999,3,4,4,344,Loyal Customers
53587,9,15,9929.78,2,3,3,233,At Risk
53588,3,12,8342.18,3,1,2,312,Potential Loyalist
53589,8,6,3785.88,2,1,1,211,Lost
53590,13,19,12518.1,1,4,3,143,At Risk
53591,22,10,6023.780000000001,1,1,2,112,Lost
53592,3,17,12028.38,3,3,3,333,Loyal Customers
53593,19,16,9211.3,1,3,3,133,At Risk
53594,4,15,9666.3,3,3,3,333,Loyal Customers
53595,1,16,12072.06,4,3,3,433,Loyal Customers
53596,0,17,11434.36,4,3,3,433,Loyal Customers
53597,2,17,13701.24,3,3,4,334,Loyal Customers
53598,0,12,8310.82,4,1,2,412,New Customers
53599,4,10,5465.74,3,1,2,312,Potential Loyalist
53600,5,13,8453.48,3,2,2,322,Potential Loyalist
53601,15,9,5728.66,1,1,2,112,Lost
53602,0,18,11077.78,4,4,3,443,Loyal Customers
53603,15,14,5347.58,1,2,2,122,Lost
53604,6,13,9287.74,2,2,3,223,Can't Lose Them
53605,2,21,14549.5,3,4,4,344,Loyal Customers
53606,4,15,8119.719999999999,3,3,2,332,Loyal Customers
53607,4,10,8383.06,3,1,2,312,Potential Loyalist
53608,21,9,5043.08,1,1,2,112,Lost
53609,0,14,8785.14,4,2,3,423,New Customers
53610,15,13,7286.86,1,2,2,122,Lost
53611,2,18,10323.74,3,4,3,343,Loyal Customers
53612,4,13,8521.52,3,2,3,323,Potential Loyalist
53613,8,17,10763.34,2,3,3,233,At Risk
53614,17,10,5742.24,1,1,2,112,Lost
53615,12,8,4496.8,1,1,2,112,Lost
53616,1,14,8599.08,4,2,3,423,New Customers
53617,0,16,10246.32,4,3,3,433,Loyal Customers
53618,2,14,8978.2,3,2,3,323,Potential Loyalist
53619,1,14,9399.88,4,2,3,423,New Customers
53620,1,16,8179.92,4,3,2,432,Loyal Customers
53621,18,10,6758.36,1,1,2,112,Lost
53622,9,14,9142.7,2,2,3,223,Can't Lose Them
53623,8,15,10679.62,2,3,3,233,At Risk
53624,2,17,11294.78,3,3,3,333,Loyal Customers
53625,5,11,8677.06,3,1,3,313,Potential Loyalist
53626,6,13,8620.220000000001,2,2,3,223,Can't Lose Them
53627,4,15,10811.64,3,3,3,333,Loyal Customers
53628,3,10,5020.26,3,1,2,312,Potential Loyalist
53629,5,15,11799.76,3,3,3,333,Loyal Customers
53630,27,18,9713.76,1,4,3,143,At Risk
53631,7,25,19318.18,2,4,4,244,At Risk
53632,4,9,7502.18,3,1,2,312,Potential Loyalist
53633,7,13,7897.82,2,2,2,222,Lost
53634,4,11,8744.119999999999,3,1,3,313,Potential Loyalist
53635,1,12,7645.82,4,1,2,412,New Customers
53636,6,18,12970.02,2,4,3,243,At Risk
53637,8,12,8770.44,2,1,3,213,Can't Lose Them
53638,30,11,7695.52,1,1,2,112,Lost
53639,14,9,6433.98,1,1,2,112,Lost
53640,7,12,8855.84,2,1,3,213,Can't Lose Them
53641,3,14,9203.74,3,2,3,323,Potential Loyalist
53642,10,16,12444.74,2,3,3,233,At Risk
53643,11,18,11883.06,2,4,3,243,At Risk
53644,8,16,12096.42,2,3,3,233,At Risk
53645,14,9,6922.02,1,1,2,112,Lost
53646,7,14,9787.26,2,2,3,223,Can't Lose Them
53647,0,19,13656.86,4,4,4,444,Champions
53648,1,16,11122.02,4,3,3,433,Loyal Customers
53649,4,16,11754.96,3,3,3,333,Loyal Customers
53650,2,11,9503.06,3,1,3,313,Potential Loyalist
53651,2,17,10046.12,3,3,3,333,Loyal Customers
53652,3,14,10314.92,3,2,3,323,Potential Loyalist
53653,4,16,10364.76,3,3,3,333,Loyal Customers
53654,4,14,7055.3,3,2,2,322,Potential Loyalist
53655,0,16,8819.44,4,3,3,433,Loyal Customers
53656,16,20,14529.9,1,4,4,144,At Risk
53657,6,13,7186.2,2,2,2,222,Lost
53658,5,13,10250.38,3,2,3,323,Potential Loyalist
53659,11,19,12650.82,2,4,3,243,At Risk
53660,3,19,11162.34,3,4,3,343,Loyal Customers
